第二轮候选ID,第二轮池,第二轮层级,建议梯度,是否进入家庭讨论,是否可作为定稿依据,入选理由,专项风险提示,下一步核验动作,体检和章程核验提示,重点观察标签,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,机械自动化机器人专业数,电子信息网络专业数,计算机AI软件专业数,农业动医兽医专业数,动物医学兽医专业数,护理助产专业数,工商旅游管理专业数,环境工程科学专业数,医技护理康复专业数,临床口腔中医暂缓专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R2GROUP-3482de67f42d3cfb,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：数字媒体1个、计算机/AI/软件2个、师范1个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F305,忻州师范学院,F30508,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,2,-7,-10,109,left,1.15 应用化学[M-51215ebfd6e9c1fb]；2.16 数字媒体技术[M-6eb339aae881b3aa]；3.17 数据科学与大数据技术[M-68e8615d3ab753b9]；4.18 计算机科学与技术（师范类）[M-b11b9f49fcb51333],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-3ed22abc87c8dac2,STABLEGROUP-98a7b64f8eaf026e
R2GROUP-526d5bb747ed539b,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件2个、师范2个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F308,吕梁学院,F30805,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,4,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,2,-15,-17,109,right,1.08 物理学（师范类）[M-782794e5ecfddcbb]；2.09 化学（师范类）[M-86b7950d2662e7e4]；3.10 人工智能卫计算机科学与技术[M-b5b9d3bcd83d2a04]；4.12 软件工程[M-918e54ef86c5a0b3]；5.15 食品科学与工程[M-70c2922cd40b07c5],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-be57aa62705d47eb,STABLEGROUP-9af14d76244b509e
R2GROUP-cd5b8c568b9686fe,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件2个、电子/网络1个、师范1个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K354,曲靖师范学院,K35405,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,6,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-6,-16,220,left,1.14 应用化学[M-bd05fbf25f849729]；2.15 新能源材料与器件[M-67b30d05dc059295]；3.16 电子信息工程[M-06e5b46c49334ed2]；4.17 计算机科学与技术（师范类）[M-4d2c040232bd5eff]；5.18 智能科学与技术[M-b65d92d2c10a1c98]；6.19 食品科学与工程[M-144698afc06618d6],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-b8b6bec2998fd549,STABLEGROUP-22f1939bf0cbf918
R2GROUP-e3a135b06b9e0e2f,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件3个、电子/网络3个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K585,兰州工业学院,K58501,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,10,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,0,-14,230,right,1.01 测控技术与仪器[M-df09ffa262060523]；2.02 轨道交通信号与控制[M-6785aa70ea8e47e2]；3.03 网络工程[M-5ee40aa8aef3f727]；4.04 数据科学与大数据技术[M-3e581bfd0a65da29]；5.05 土木工程[M-78cd577ab9f0ce92]；6.06 物联网工程[M-5ba349232b5e6527]；7.07 集成电路设计与集成系统[M-b87c2f64a66234fb]；8.08 汽车服务工程[M-b9971eaed464b095]；9.09 新能源汽车工程[M-66d11ee8a4ac47d8]；10.10 复合材料与工程K586 兰州资源环境职业技术大学（公办）（甘[M-9484f4dfc7278f40],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-fc1a400fe1a672b8,STABLEGROUP-9f6f5ccfb1b1f9e3
R2GROUP-54b4218496843b68,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件4个、电子/网络1个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K783,新疆政法学院,K78304,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,6,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,-11,-18,237,left,1.14 计算机科学与技术[M-afc3f5b8721d308a]；2.15 网络工程[M-16fdc2ec93777d02]；3.16 智能科学与技术[M-afa871150bb8147d]；4.17 统计学[M-765fffeb9c720a72]；5.18 网络空间安全[M-38dd5fc4717d4bcd]；6.19 数学与应用数学G◎KZAA院校专业组及专业代号K784新疆工业学院（公办）（新疆）[M-f602cd43b2b8e0f6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-d6fbe6fc85f12021,STABLEGROUP-836a0c8f778e44fc
R2GROUP-1904639b2b10dbbe,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件1个、电子/网络1个、师范2个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K272,六盘水师范学院,K27203,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,2,-6,-15,216,left,1.03 生物科学（师范类）[M-4870082daedb4ea4]；2.04 数学与应用数学（师范类）[M-7d636a3b9a9668cc]；3.05 治金工程[M-74e9b3119736d79c]；4.06 物联网工程[M-1292154662be557e],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-677684376bb18056,STABLEGROUP-40ad3d58b93273aa
R2GROUP-a746e611e24d5ebc,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件3个、电子/网络1个、师范1个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,K005,琼台师范学院,K00505,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,3,1,0,1,3,0,0,0,0,0,0,0,0,6,8,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,0,-2,202,left,1.06 软件工程（办学地点：桂林洋校区）[M-68b6096c537fec1d]；2.07 数学与应用数学（师范类；办学地点：桂林洋校区）识别红、紫各种颜色中任何一种颜色者；办学地点：桂林洋校K006 海南比勒贵尔德应用科学大学（中外）（海南）K00601海南比勒费尔德应用科学大学第01不限[M-765e62d010fed49a]；3.01 经济工程（英语教学为主，非英语语种考生慎重报考）[M-43ef232afb4786f8]；4.02 物流工程（英语教学为主，非英语语种考生慎重报考）K00602 海南比勒费尔德应用科学大学第 02化学[M-304952e0a49afbdd]；5.03 计算机科学与技术（单色识别不清者不予录取：英语教学为主，非英语语种考生慎重报名）[M-86b686687a3d92db]；6.04 电子信息科学与技术（单色识别不清煮不予录取：英语教学为主，非英语语种考生慎重报名）[M-74c1aa721dde978e]；7.05 软件工程（单色识别不清者不予录取英语教学为主，非英语语种考生慎重报名）K00603海南比勒费尔德应用科学大学第03化学[M-1183b632693d5a5e]；8.06 电气工程与智能控制（英语教学为主，非英语语种考生慎重报名）K035 海口经济学院（民办）（海南）[M-1d948bdb8e0f5e65],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-d2c32a2887ae3b29,STABLEGROUP-0071a98422c900a0
R2GROUP-a4cacb4d592e51a7,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件2个、电子/网络2个、机械/自动化/机器人2个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H375,赣东学院,H37503,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,7,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-2,-2,161,right,1.05 测绘工程（（1）肢体残疾（不维续恶化）；（2）任何一眼矫正到4.8镜片度数大于800度的.符合以上两种情形的考生，建议慎重报考测绘工程、遥感科学与技术、智能建造及工程管理专[M-2bb57c82fb587d20]；2.06 计算机科学与技术[M-43bf5cf25f7eb2ec]；3.07 通信工程[M-ccbd2b6f5cb0ad25]；4.08 物联网工程[M-7235d1fd71aad297]；5.09 自动化[M-0d05ce8806bff055]；6.10 智能制造工程[M-f00bf6d96ccb7d42]；7.11 新能源汽车工程H376 南昌航空大学科技学院（独立）（江西）[M-e981c977aa110240],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-f7587aa41609d259,STABLEGROUP-51bb559926232c99
R2GROUP-b73d627b2e92149d,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件1个、电子/网络2个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K757,新疆工程学院,K75703,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,1,-10,-10,236,left,1.18 通信工程（信息技术产教融合合作班）[M-035c4f5d91c7073c]；2.19 物联网工程（信息技术产教融合合作[M-c970f193141878c5],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-ea5ee122c9d296aa,STABLEGROUP-2227222ad543ca8f
R2GROUP-4d65c4ee50efbe56,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件1个、机械/自动化/机器人2个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C127,湖北工程学院,C12708,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-2,-2,74,right,1.36 电气工程及其自动化[M-a550959117c8cad9]；2.37 自动化[M-6ebd45eba1142add]；3.38 计算机科学与技术[M-cb7f7e15b22970ee],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-a992f7638048133d,STABLEGROUP-11bc3335b715fca9
R2GROUP-e7b8f2ff87f509cf,主线,M1-保底稳妥主线优先,稳妥观察,true,false,命中方向：计算机/AI/软件2个、电子/网络2个、机械/自动化/机器人1个；历史线索：H2-历史最高线不高于等位分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F348,山西电子科技学院,F34801,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,5,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-10,-10,110,right,1.01 光电信息科学与工程[M-381098630fbe1e02]；2.02 网络工程[M-4432e298a79ae782]；3.03 智能科学与技术[M-356b1d073877b505]；4.04 机械电子工程[M-5b8f82e8dff108c9]；5.05 电子封装技术F350 山西科技学院（公办）（山西）[M-aff67a155554bee3],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-cfaf086a447f3635,STABLEGROUP-1202061c0c3455ab
