第一轮候选ID,第一轮层级,建议梯度,入选理由,风险提示,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R1GROUP-db1c313d697c7cea,C1-偏好/城市且历史H1-H4；已进精选80,冲刺观察,命中偏好专业：师范相关7个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C118,黄冈师范学院,C11808,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,7,0,0,7,0,0,3,10,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,2,18,-5,73,left,1.29 教育技术学（师范类）[M-81164f3f40ef578f]；2.30 学前教育（师范炎）[M-30e2fb00c1592bbd]；3.3 小学教育（师范类）[M-f136610b9fc2e5a7]；4.32 应用心理学（师范类）[M-09bec50f4af0723b]；5.33 汉语言文学（师范类）[M-17bca16508f6cbcd]；6.34 汉语国际教育[M-5f3829926e101ab5]；7.35 历史学（师范类）[M-ab7347d8d5ef6c47]；8.36 日语（外语语种：不限）[M-a4725ee2825f4c8b]；9.37 英语（师范类：外语语种：英语）[M-5cc00319024cc90f]；10.38 商务英语（外语语种：英语）[M-c1ea948209de066b],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-aef998ba18d1e5ed,STABLEGROUP-75ed97e2849a7f83
R1GROUP-660de0496eab55f3,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：计算机相关1个、师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K272,六盘水师范学院,K27203,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,1,2,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,2,-6,-15,216,left,1.03 生物科学（师范类）[M-4870082daedb4ea4]；2.04 数学与应用数学（师范类）[M-7d636a3b9a9668cc]；3.05 治金工程[M-74e9b3119736d79c]；4.06 物联网工程[M-1292154662be557e],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-677684376bb18056,STABLEGROUP-40ad3d58b93273aa
R1GROUP-e172cb85eae7fd68,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：计算机相关3个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F597,长春工程学院,F59704,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,0,0,0,17,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,-2,-25,122,left,1.06 电气工程及其自动化（办学地点：湖西校区）[M-e7fe36d5532b09d9]；2.07 电子信息工程（办学地点：湖西校区）[M-bd89c44dc46ddb80]；3.08 智能电网信息工程（办学地点：湖西校区）[M-7824ce19c5a3190d]；4.09 百动化（办学地点：湖西校区）[M-291b64b58ed16469]；5.10 土木工程（办学地点：湖西校区）[M-d7c4664e3badd902]；6.11 焊接技术与工程（办学地点：湖西校[M-df1c41a4675ca522]；7.12 机械设计制造及其自动化（办学地点：湖西校区）[M-c4c3adaee7930156]；8.13 机器人工程（办学地点：湖西校区）[M-533b08b51bfd50a9]；9.14 给排水科学与工程（办学地点：湖西校[M-530bbeaf6f1ca639]；10.15 水利水电工程（办学地点：湖西校区）[M-c12f2fc2a28858fa]；11.16 建筑电气与智能化（办学地点：湖西校[M-032756ac8d801ba4]；12.17 能源与动力工程（办学地点：湖西校[M-f3078007b0254728]；13.18 新能源科学与工程（办学地点：湖西校資高院校孝业組及专业代号[M-d6d704d3ef3a38fe]；14.19 计算机科学与技术（办学地点：湖东校[M-9b5ab4f214616c9e]；15.20 软件工程（办学地点：湖东校区）[M-2f0df625f2ec186f]；16.21 数据科学与大数据技术（办学地点：湖[M-e413ca5d93190a55]；17.22 入工智能（办学地点：湖东校区）[M-421c2a2b94ae1919],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-82c00bbc0942940e,STABLEGROUP-eb28a695fa697ba0
R1GROUP-5f7bb954236370bf,C1-偏好/城市且历史H1-H4；已进精选80,稳冲观察,命中偏好专业：计算机相关4个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C138,湖北理工学院,C13810,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,4,0,4,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,2,-10,79,right,1.49 信息与计算科学（大数据安全方向）[M-3233c336114a530e]；2.50 应用物理学（集成电路方向、光电信息科学方向）[M-81bcb2e3f9310b58]；3.51 数据科学与大数据技术[M-0d4fb7b722997d8e]；4.52 人工智能[M-b8657de6d279dc74]；5.53 人工智能（创新实验班）[M-74b36f7c71439bba],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-a289e7d54bd0da07,STABLEGROUP-2aab4279ad400b8d
R1GROUP-df2cfcceb5e05868,C1-偏好/城市且历史H1-H4；已进精选80,稳冲观察,命中偏好专业：计算机相关4个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A207,北方民族大学,A20711,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,4,0,4,0,0,0,0,12,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,5,-3,58,left,1.52 测控技术与仪器[M-c9e0909c6b21f184]；2.53 电气工程及其自动化[M-3c96529d2ef4a7dd]；3.54 自动化[M-00526c8ea30b54ae]；4.55 电子信息工程[M-53833bb63bdc6982]；5.56 通信工程[M-e3a675a24c514c1e]；6.57 机械设计制造及其自动化[M-867dafebe9da50fe]；7.58 机械电子工程[M-2a610e60c65ce502]；8.59 工业设计[M-b4c2feb53ec41e79]；9.60 计算机科学与技术[M-0b30e7c88a7c801c]；10.61 软件工程[M-cea00d5676d6d75f]；11.62 网络工程[M-30e771758c9d1983]；12.63 智能科学与技术[M-84d7918197e27e55],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-dc7eeee5a09ec904,STABLEGROUP-244b95aa5db78db3
R1GROUP-c48aa378bd1587ce,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：师范相关4个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C116,湖北科技学院,C11613,13,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,0,0,4,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-18,-18,72,left,1.65 物理学（师范类）[M-d119b6248eff9065]；2.66 化学（师范类）[M-1cf8f532a3ef19d0]；3.67 生物科学（师范炎）[M-e39e2e8e768cb1e6]；4.68 数学与应用数学（师范类）[M-797adf8310363549],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-14c1ff429c4dabd1,STABLEGROUP-670c489103a704c5
R1GROUP-019cd2fc63dd1130,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：计算机相关4个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F313,山西工程技术学院,F31303,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,0,4,0,0,0,0,15,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,-4,-11,110,left,1.06 材料成型及控制工程[M-a3fada79b4cc9d36]；2.07 材料科学与工程[M-38c2c18305985ded]；3.08 无机非金属材料工程[M-3ce059a07916b758]；4.09 计算机科学与技术[M-71340f7d7ebbd23f]；5.10 数据科学与大数据技术[M-4fa6db8bafa7007e]；6.11 物联网工程[M-be9c928ff95d1826]；7.12 智能科学与技术[M-509bf5722b5c90b6]；8.13 逼感科学与技术[M-8169cadd3518a559]；9.14 电气工程及其自动化[M-b195fca807aa1d4f]；10.15 自动化[M-e17ba9075c780d66]；11.16 机械设计制造及其自动化[M-55be403a36d57f45]；12.17 智能制造工程[M-f871745fab7fdbc4]；13.18 机器人工程[M-aa0e1b058e5ebb48]；14.19 应急装备技术与工程[M-d11a6dcaf3b55217]；15.20 电气工程与智能控制F314山西能源学院（公办）（山西）[M-440d0d1899bba201],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-f00ad59bf89d790b,STABLEGROUP-f51db3a55b0ea1e0
R1GROUP-c286f6bcdd4c4225,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：师范相关4个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K752,新疆师范大学,K75204,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,0,4,0,0,1,10,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,-4,-17,234,right,1.21 经济学（办学地点：温泉校区）[M-0d000bd51e5e062f]；2.22 国际经济与贸易（办学地点：温泉校区）[M-b6d1beabbc6afac1]；3.23 人力资源管理（办学地点：温泉校区）[M-ad49805fb7bce714]；4.24 国际商务（办学地点：温泉校区）[M-d96dfaf2b90100ff]；5.25 数字经济（办学地点：温泉校区）[M-a7caaa46604d1f48]；6.26 小学教育（师范类；办学地点：温泉校[M-cc2aa6182bd8fe39]；7.27 汉语言文学（师范类；办学地点：温泉校区）[M-58f91514b2e0c9d4]；8.28 英语（师范类：外语语种：英语：办学地点：温泉校区）[M-ec71e8b3f5a60790]；9.29 心理学（师范类：办学地点：温泉校区）[M-9133d28829702db3]；10.30 应用心理学（办学地点：温泉校区）[M-556b06eeef7c9fc2],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-609600f78134eb64,STABLEGROUP-5bde790937db78d1
R1GROUP-7b768ca8b55fbc53,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：师范相关4个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C139,荆楚理工学院,C13904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,0,4,0,0,2,10,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,-2,-15,79,right,1.Z1 X院校专业组及专业代号[M-10b595c969f09f39]；2.15 科学教育（师范类）[M-60c83c1998dc1ee7]；3.16 学前教育（师范类）[M-0e0be1005e359738]；4.17 小学教育（师范类）[M-8780891b8ea90dbe]；5.18 网络与新媒体[M-126c16c55045a49a]；6.19 财务管理[M-c86ea91746875a97]；7.20 物流管理[M-68645cae55b69e0a]；8.21 数字经济[M-159d51cc0aed85ac]；9.22 英语（师范类；外语语种：英语）[M-5a67a45be9bd6776]；10.23 商务英语（外语语种：英语）[M-a332ceb0a9b3f368],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-9def6a5a21eb51d6,STABLEGROUP-121aa65d99c1f2b5
R1GROUP-07d4c9f9c32ebedc,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：计算机相关3个、师范相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K005,琼台师范学院,K00505,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,3,1,0,0,6,8,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,0,-2,202,left,1.06 软件工程（办学地点：桂林洋校区）[M-68b6096c537fec1d]；2.07 数学与应用数学（师范类；办学地点：桂林洋校区）识别红、紫各种颜色中任何一种颜色者；办学地点：桂林洋校K006 海南比勒贵尔德应用科学大学（中外）（海南）K00601海南比勒费尔德应用科学大学第01不限[M-765e62d010fed49a]；3.01 经济工程（英语教学为主，非英语语种考生慎重报考）[M-43ef232afb4786f8]；4.02 物流工程（英语教学为主，非英语语种考生慎重报考）K00602 海南比勒费尔德应用科学大学第 02化学[M-304952e0a49afbdd]；5.03 计算机科学与技术（单色识别不清者不予录取：英语教学为主，非英语语种考生慎重报名）[M-86b686687a3d92db]；6.04 电子信息科学与技术（单色识别不清煮不予录取：英语教学为主，非英语语种考生慎重报名）[M-74c1aa721dde978e]；7.05 软件工程（单色识别不清者不予录取英语教学为主，非英语语种考生慎重报名）K00603海南比勒费尔德应用科学大学第03化学[M-1183b632693d5a5e]；8.06 电气工程与智能控制（英语教学为主，非英语语种考生慎重报名）K035 海口经济学院（民办）（海南）[M-1d948bdb8e0f5e65],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-d2c32a2887ae3b29,STABLEGROUP-0071a98422c900a0
R1GROUP-a0c6c5edb9af682e,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：计算机相关2个、师范相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K354,曲靖师范学院,K35405,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,1,0,0,0,6,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-6,-16,220,left,1.14 应用化学[M-bd05fbf25f849729]；2.15 新能源材料与器件[M-67b30d05dc059295]；3.16 电子信息工程[M-06e5b46c49334ed2]；4.17 计算机科学与技术（师范类）[M-4d2c040232bd5eff]；5.18 智能科学与技术[M-b65d92d2c10a1c98]；6.19 食品科学与工程[M-144698afc06618d6],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-b8b6bec2998fd549,STABLEGROUP-22f1939bf0cbf918
R1GROUP-7718ea32acd87d8c,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：计算机相关1个、师范相关3个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K474,咸阳师范学院,K47403,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,1,3,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-11,-11,225,right,1.05 物理学（师范类：办学地点：渭城校区）[M-626aad240271a2b9]；2.06 化学（师范类；办学地点：渭城校区）[M-304c50aa6663aa80]；3.07 数据科学（办学地点：滑城校区）K475 渭南师范学院（公办）（陕西）[M-99a6f2238b6d4710],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-412157992c51ccf7,STABLEGROUP-6dfcac1568f5262b
R1GROUP-1b7da5b7f499d87b,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：计算机相关2个、师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F189,保定学院,F18905,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,2,2,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,-1,-3,101,right,1.07 数学与应用数学（师范类）[M-a9cdb2383dd485e9]；2.08 软件工程[M-adbf733f17230445]；3.09 份差（不把色頭、堡真疑公森照售型混别红、黄、绿、、紫各种颜色中任何一种颜色的考生）[M-fd2f73ab505a5c0d]；4.10 物联网工程F191 唐山师范学院（公办）（河北）[M-3c11775a27ed0c0f],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-c5d11aeb048a778d,STABLEGROUP-d326975c6bd61de0
R1GROUP-0119cbb402b73c65,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F192,廊坊师范学院,F19203,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-2,-18,102,left,1.09 化学（师范类：办学地点：廊坊校区）[M-9be2ed885e527950]；2.10 生物科学类（生物科学（师范炎）、生物技术：办学地点：廊坊校区）F193 𧗽水学院（公办）（河北）[M-80bf00091127f8bb],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-45c66c099b17d08b,STABLEGROUP-66de11aaf6047a69
R1GROUP-f750338ad93712a2,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K578,天水师范大学,K57803,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,1,-1,-1,229,right,1.04 化学（师范类）[M-e2e7dccf73fc5f4a]；2.05 数学与应用数学（师范类）[M-02639ec1927a08bd]；3.06 材料成型及控制工程[M-2b6732aa743288e6]；4.07 测绘工程[M-4e11c765ffc71dec],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-5222b0d36a3b95c2,STABLEGROUP-f99d434bb3609cc2
R1GROUP-39cb07af593fe850,C1-偏好/城市且历史H1-H4；已进精选80,稳妥观察,命中偏好专业：师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F192,廊坊师范学院,F19202,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,0,-14,101,right,1.05 学前教育（师范类；办学地点：廊坊校[M-27660ebcc50bac90]；2.06 新闻学（办学地点：廊坊校区）[M-d73bee87d264c211]；3.07 历史学（师范类；办学地点：廊坊校区）[M-499d72dd2f774902]；4.08 会计学（办学地点：空港校区）XGAAI专业组及专业[M-7110a2c5f3beaddb],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-e63fb5861f1dcee2,STABLEGROUP-6c3c37b649661f52
R1GROUP-83886548fa04c502,C1-偏好/城市且历史H1-H4；已进精选80,稳冲观察,命中偏好专业：数字媒体技术1个、计算机相关3个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H450,山东工商学院,H45004,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,1,3,0,0,0,0,16,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,10,5,169,right,1.39 统计学[M-8ba195c86a925e83]；2.40 人工智能[M-90b2fc54c5bc2e5c]；3.41 数学与应用数学[M-9710c4b647b66507]；4.42 应用统计学[M-8007c889cbd9a1ae]；5.43 自动化[M-86ef54f0445df8fe]；6.44 电气工程及其自动化[M-7fc32d85e35b149c]；7.45 电子信息工程[M-c8e830f39a1d46bb]；8.46 通信工程[M-a8b31c9114605c03]；9.47 计算机科学与技术[M-cdfe659d6ddbb7d7]；10.48 数字媒体技术[M-13b19a3991c8159a]；11.49 安全工程[M-b4b8560bd289f9b5]；12.50 应急技术与管理[M-4a71a2765412ac2a]；13.51 数据计算及应用[M-7a3695c82b5953d6]；14.52 集成电路设计与集成系统[M-7489ddca4dfd3dd8]；15.53 数据科学与大数据技术[M-d7ad035436e7d0f7]；16.54 电子科学与技术H451 山东女子学院（公办）（山东）不限[M-b0e700912fffe743],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-69a8112ee16cf2ba,STABLEGROUP-45a49c23c6eeb5a8
R1GROUP-08fa3eaa11b0f6cb,C1-偏好/城市且历史H1-H4；已进精选80,稳冲观察,命中偏好专业：计算机相关3个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C127,湖北工程学院,C12706,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,8,-21,74,right,1.27 数学与应用数学[M-672c5d285a777ea4]；2.28 数据科学与大数据技术[M-efaf780f0468128b]；3.29 人工智能[M-c4212113be49105a]；4.30 软件工程[M-c6c94fd2e6d5447a]；5.31 网络空间安全[M-ae1dacd1e9960113],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-25242282690fb171,STABLEGROUP-6597191681575a44
