第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-e7b8f2ff87f509cf,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,F348,山西电子科技学院,F34801,1,01,光电信息科学与工程,,待了解-未命中当前偏好方向,,「化学,,5280,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-10,-10,110,right,M-381098630fbe1e02,G-cfaf086a447f3635
R2GROUP-e7b8f2ff87f509cf,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,F348,山西电子科技学院,F34801,2,02,网络工程,计算机类相关,优先了解-命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-10,-10,110,right,M-4432e298a79ae782,G-cfaf086a447f3635
R2GROUP-e7b8f2ff87f509cf,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F348,山西电子科技学院,F34801,3,03,智能科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-10,-10,110,right,M-356b1d073877b505,G-cfaf086a447f3635
R2GROUP-e7b8f2ff87f509cf,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,F348,山西电子科技学院,F34801,4,04,机械电子工程,,待了解-未命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-10,-10,110,right,M-5b8f82e8dff108c9,G-cfaf086a447f3635
R2GROUP-e7b8f2ff87f509cf,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F348,山西电子科技学院,F34801,5,05,电子封装技术F350 山西科技学院（公办）（山西）,,待了解-未命中当前偏好方向,,,16,5280,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-10,-10,110,right,M-aff67a155554bee3,G-cfaf086a447f3635
R2GROUP-e7e6acd0f48232c4,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H907,广西科技师范学院,H90703,1,05,汽车服务工程（办学地点：柳州校区）,,待了解-未命中当前偏好方向,,,4600,,3,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,3,-5,197,right,M-f694678b5de805ba,G-15959a491546a66c
R2GROUP-e7e6acd0f48232c4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,H907,广西科技师范学院,H90703,2,06,智能制造工程（办学地点：柳州校区）,,待了解-未命中当前偏好方向,,,4600,4600,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,3,-5,197,right,M-367f22dba2077693,G-15959a491546a66c
R2GROUP-e7e6acd0f48232c4,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H907,广西科技师范学院,H90703,3,07,智能车辆工程（办学地点：柳州校区）AKAZG院校麦业组及专业代号,,待了解-未命中当前偏好方向,,,2,4600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,3,-5,197,right,M-fc7a06fb017829a6,G-15959a491546a66c
R2GROUP-e7e6acd0f48232c4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,H907,广西科技师范学院,H90703,4,08,患气工程及其自动化（办学地点：来宾校区）,,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,3,-5,198,left,M-c9008007971147af,G-15959a491546a66c
R2GROUP-e7e6acd0f48232c4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H907,广西科技师范学院,H90703,5,09,人工智能（办学地点：来宾校区）,计算机类相关,优先了解-命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,3,-5,198,left,M-a95f522195f5ff92,G-15959a491546a66c
R2GROUP-e7e6acd0f48232c4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,H907,广西科技师范学院,H90703,6,10,机器人工程（办学地点：柳州校区）,,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,3,-5,198,left,M-80dab465ad144cf6,G-15959a491546a66c
R2GROUP-e7e6acd0f48232c4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H907,广西科技师范学院,H90703,7,11,计算机科学与技术（办学地点：来宾校,计算机类相关,优先了解-命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,3,-5,198,left,M-124272bde4252edc,G-15959a491546a66c
R2GROUP-e7e6acd0f48232c4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H907,广西科技师范学院,H90703,8,12,软件工程（办学地点：来宾校区）,计算机类相关,优先了解-命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,3,-5,198,left,M-fa6148caf5e9a03c,G-15959a491546a66c
R2GROUP-e7e6acd0f48232c4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H907,广西科技师范学院,H90703,9,13,数据科学与大数据技术（办学地点：来宾校区）,计算机类相关,优先了解-命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,3,-5,198,left,M-b2787ae21d34e26d,G-15959a491546a66c
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,F597,长春工程学院,F59704,1,06,电气工程及其自动化（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,化学,,5940,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-e7fe36d5532b09d9,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,F597,长春工程学院,F59704,2,07,电子信息工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-bd89c44dc46ddb80,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,F597,长春工程学院,F59704,3,08,智能电网信息工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,3,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-7824ce19c5a3190d,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F597,长春工程学院,F59704,4,09,百动化（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,5,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-291b64b58ed16469,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F597,长春工程学院,F59704,5,10,土木工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-d7c4664e3badd902,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F597,长春工程学院,F59704,6,11,焊接技术与工程（办学地点：湖西校,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-df1c41a4675ca522,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,F597,长春工程学院,F59704,7,12,机械设计制造及其自动化（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,4,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-c4c3adaee7930156,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,F597,长春工程学院,F59704,8,13,机器人工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-533b08b51bfd50a9,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F597,长春工程学院,F59704,9,14,给排水科学与工程（办学地点：湖西校,,待了解-未命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-530bbeaf6f1ca639,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F597,长春工程学院,F59704,10,15,水利水电工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-c12f2fc2a28858fa,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F597,长春工程学院,F59704,11,16,建筑电气与智能化（办学地点：湖西校,,待了解-未命中当前偏好方向,,,3,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-032756ac8d801ba4,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F597,长春工程学院,F59704,12,17,能源与动力工程（办学地点：湖西校,,待了解-未命中当前偏好方向,,,6,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-f3078007b0254728,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F597,长春工程学院,F59704,13,18,新能源科学与工程（办学地点：湖西校資高院校孝业組及专业代号,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-d6d704d3ef3a38fe,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F597,长春工程学院,F59704,14,19,计算机科学与技术（办学地点：湖东校,计算机类相关,优先了解-命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-9b5ab4f214616c9e,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F597,长春工程学院,F59704,15,20,软件工程（办学地点：湖东校区）,计算机类相关,优先了解-命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-2f0df625f2ec186f,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F597,长春工程学院,F59704,16,21,数据科学与大数据技术（办学地点：湖,计算机类相关,优先了解-命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-e413ca5d93190a55,G-82c00bbc0942940e
R2GROUP-ea393d559d73d30b,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F597,长春工程学院,F59704,17,22,入工智能（办学地点：湖东校区）,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-421c2a2b94ae1919,G-82c00bbc0942940e
R2GROUP-f92b9f61cf9a6490,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,F687,佳木斯大学,F68704,1,04,电气工程及其自动化,,待了解-未命中当前偏好方向,,化学,5,4000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,23,14,125,left,M-13dbbdaee654c785,G-fce34d3b2f811bad
R2GROUP-f92b9f61cf9a6490,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,F687,佳木斯大学,F68704,2,05,电子信息工程,,待了解-未命中当前偏好方向,,,5,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,23,14,125,left,M-8a5764e738716ef9,G-fce34d3b2f811bad
R2GROUP-f92b9f61cf9a6490,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F687,佳木斯大学,F68704,3,06,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,5,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,23,14,125,left,M-f90f8c166b7e9229,G-fce34d3b2f811bad
R2GROUP-f92b9f61cf9a6490,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,F687,佳木斯大学,F68704,4,07,自动化,,待了解-未命中当前偏好方向,,,5,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,23,14,125,left,M-3296e0f6da2a58d2,G-fce34d3b2f811bad
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,1,08,土木工程,,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-48b011eab3010b71,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,2,09,城市地下空间工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-732547eeb37fccc0,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,3,10,道路桥梁与波河工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-28b013f83ad66c66,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,4,11,港口航道与海岸工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-459b1b6da6d9f90c,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,5,12,交通工程（不招色盲、单色不识别的考,,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-54fe9d41d6370f34,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,6,13,建筑环境与能源应用工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-0a9b4a1452c0e556,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,7,14,材料科学与工程（不招色弱、色盲、单色不识别的考生）,,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-9f3a650d84f661b3,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,8,15,智能材料与结构,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-5f243d27c4c8e03e,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,9,16,给排水科学与工程,,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-21290ebfd0f9ee30,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,可了解-环境,环境工程科学,false,F105,天津城建大学,F10504,10,17,环境工程（不招色弱、色盲、单色不识别的考生）,,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-873c73b2b5c15325,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,F105,天津城建大学,F10504,11,18,电子信息类（电子信息工程：电子信息科学与技术）,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-c90e083e3eb2a107,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,F105,天津城建大学,F10504,12,19,计算机类（计算机科学与技术：网络工程；物联网工程）,计算机类相关,优先了解-命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-125023deb34979c0,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,13,20,测绘工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-4f42757ffccc8129,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,14,21,遥感科学与技术,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-16176809987ff4ba,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,15,22,应用物理学（不招色盲、单色不识别的院校专业组及专业代号考生）,,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-bc923687edbdd7a3,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,16,23,应用化学（不招色弱、色盲、单色不识别的考生）,,暂缓判断-特殊限制待核,体检或色觉限制,,1,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,97,left,M-93b7f6dd8724bd60,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,17,24,智能建造,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,97,left,M-b63c0127640e7182,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F105,天津城建大学,F10504,18,25,人工智能,计算机类相关,优先了解-命中当前偏好方向,,,2,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,97,left,M-080c39efbb1ee971,G-79700ef52987db73
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,F105,天津城建大学,F10504,19,26,智能制造工程,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,97,left,M-12487beb5d4f2172,G-79700ef52987db73
