扩展预算场景专业ID,专业组出现ID,场景判断,费用判断,中外合作或高收费线索,是否医学相关待确认,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,人工核验优先级,人工核验强度,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID
COOPMAJOR-c4dc3a2e7cc3f73f,G-1045c0ec4b1fad21,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A169,重庆大学,A16907,4,1,年），国内学习助段学费标準为75000元/年，国外学习阶段按美国辛辛那提大学标准缴纳学费：办学地点：科学城校区虎溪校园；学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,学费超过当前上限,,,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,153,125,48,left,M-686f28f61698e784
COOPMAJOR-51be416af1a299c8,G-2450883ce470b9b1,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A171,西南交通大学,A17116,1,59,机械设计制造及其自动化（中外合作办学）（西南交迪大学与英国利兹大学合作办学，建议小语种考生慎重报考：办学地点：成都东部国际校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,「10万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,49,left,M-e38284eed0f1a5d6
COOPMAJOR-53b85098f650829e,G-2450883ce470b9b1,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A171,西南交通大学,A17116,2,60,工业设计（中外合作办学）（西南交通大学与葵国利慈大学合作办学，建议少语种考生慎重报考；办学地点：成都东部国际校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,10万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,49,left,M-5cf8bf058839e514
COOPMAJOR-eb2dbfc9804a076e,G-2450883ce470b9b1,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A171,西南交通大学,A17116,3,61,材料科学与工程（中外合作办学）（西南交通大学与英国利兹大学合作办学，建议少语种考生慎重报考：办学地,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,10万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,49,left,M-3ab73392f44454a6
COOPMAJOR-3c613bbcc389e1bf,G-2450883ce470b9b1,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A171,西南交通大学,A17116,4,62,高分子材料与工程（中外合作办学）（西南交通大学与英国利兹大学合乍办学，建议小语种考生慎重报考，不招色弱、色真、单色识别不全；办学地,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,体检或色觉限制；中外合作或高收费,,5,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,49,left,M-2553b24701917f8d
COOPMAJOR-ea4c46b5357498f5,G-2450883ce470b9b1,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A171,西南交通大学,A17116,5,63,电子信息工程（中外合作办学）（西南交通大学与英国利兹大学合作办学建议小语种考生慎重报考：办学地点：成都东部国际校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,10万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,49,left,M-4989d836dfd56175
COOPMAJOR-28bd6e9789b401c7,G-2450883ce470b9b1,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A171,西南交通大学,A17116,6,64,通信工程（中外合作办学）（西南交通大学与英国利兹大学合作办学，建议少语种考生慎重报考；办学地点：成都,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,5,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,49,left,M-97e405d643bbd882
COOPMAJOR-a9fd21d9ba167bfb,G-2450883ce470b9b1,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A171,西南交通大学,A17116,8,66,士木工程（中外合作办学）（西南交通大学与英国利兹大学合作办学，建议尘语种考生慎重报考：办学地点：成都东部国际校区）A173 电子科技大学（公办）（四川）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,10万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,49,left,M-c8fe0ea15035229e
COOPMAJOR-91c2d69153de7845,G-d00bd7cdbe3c7514,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A177,西南大学,A17727,1,71,心理学（中外合作办学）（不招色盲、单“3+1”模式（国内3色识别不全考生年+国外1年），在西南大学就读期间学费5万元/年，在外方高校就读期间，按外方高校学费标准缴纳学费.外方合作高校：新西兰奥克兰大学.以英语为主要授课语言，建议非英语语种考...,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,体检或色觉限制；中外合作或高收费；语种或单科限制,,,5,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,92,92,50,right,M-816e1a9f8a0aac97
COOPMAJOR-51c9fd1a823325b0,G-61f3efd57924902f,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A177,西南大学,A17731,1,75,植物科学与技术（中外合作办学）（农不类；不招色冒、单色识别不全考“3+1”模式（国内3年+国外1年）成“4+0”模式（国内4年）；在西南大学就读期间学费3.8万元/年，在外方高校威读期间，按外方高校学费标准缴纳学费.外方合作高校：美国密苏里...,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,体检或色觉限制；中外合作或高收费；语种或单科限制,化学,38000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,86,86,51,left,M-554fc94e60ee8ee6
COOPMAJOR-93ff1d5a2c91e9ba,G-b7d467f8fbd2692c,费用待核,待核费用,需要回原页和章程确认学费,true,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A177,西南大学,A17732,1,76,药学（中外合作办学）（不招色真、单色识别不全考生：“3+1”模式（国内3年+国外1年）；在西南大学就读期间学费5.8万元/年，在外方高校就读期间按外方高校学费标准缴纳学费：外方合作高校：新西兰奥塔哥大学，以英语为主要授课语言，建议非英语语种...,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,体检或色觉限制；中外合作或高收费；语种或单科限制；医学/护理等排除方向,化学,58000.,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,98,98,51,left,M-fef1596b5c3f0670
COOPMAJOR-ec3207d425f7a803,G-a418c87ccd88d7a0,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A177,西南大学,A17733,3,79,电子信息类（民族班；电子信息工程通信工程：不招单色识别不全考生，录取分数线不低于我校普通类本科所在批次相应科类（不含中外合作办学）提档线下 40分：办学地点：北碚校区）A179西南財经大学（公办）（四川）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,体检或色觉限制；中外合作或高收费；专项/预科/定向等特殊类型,,6000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,83,83,51,left,M-51e3c9d67d4d662d
COOPMAJOR-3efe915bc00d4496,G-406b6fbfb4609abc,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A179,西南财经大学,A17907,1,48,会计学（中外合作办学）（培养模式3+1，合作院校：美国纽约城市大学巴鲁学院：第四学年学费按照合作院校标准收取：办学地点：柳林校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,98000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,116,108,51,right,M-bef9e0dbd16c5886
COOPMAJOR-661fc96df613a064,G-406b6fbfb4609abc,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A179,西南财经大学,A17907,2,49,市场营销（中外合作办学）（金融服务高質销：塔模式 4+0，合作院校：法国南特高等商学院；办学地点：柳林校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,5,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H5-历史最高线高于等位分30分以上,116,108,51,right,M-b3e41a80d3030737
COOPMAJOR-1a7834ddf72c08b9,G-406b6fbfb4609abc,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A179,西南财经大学,A17907,3,50,国际商务（中外合作办学）（培养模式3+1合作院校：伦敦大学伯贝克学院：第四学年学费按照合作院校标准收取：办学地点：柳林校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,98000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,116,108,51,right,M-02487cccb56467e9
COOPMAJOR-bfee881e70969d69,G-406b6fbfb4609abc,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A179,西南财经大学,A17907,4,51,金融数学（中外合作办学）（培养模式4+0，合作院校：法国蒙彼利埃高等商业学院：办学地点：柳林校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,10万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,116,108,51,right,M-f131bea2e33bb832
COOPMAJOR-eb70b03eed99017c,G-406b6fbfb4609abc,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A179,西南财经大学,A17907,6,53,供应链管理（中外合作办学）（培养模式4+0，合作院校：法国蒙彼利埃高等商业学院；办学地点：柳林校区）A181西南民族大学（公办）（四川）［不限,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,10万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,116,108,51,right,M-eef47950f6e37f1f
COOPMAJOR-c1776c616cd2bf3e,G-8e9d251d3828cfce,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A183,西安交通大学,A18311,1,39,工业设计（中外合作办学）（学费 10.5万每年：办学地点：创新港校区）,,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,化学,10.5,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,126,126,53,left,M-fa05ab3d3095bab5
COOPMAJOR-a0cd7261dcb34807,G-8e9d251d3828cfce,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A183,西安交通大学,A18311,2,40,建筑学（中外合作办学）（学费10.5万每年：办学地点：创新港校区）,,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,4,10.5,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,126,126,53,left,M-26e5e5d4e395413c
COOPMAJOR-157b1f0ba1934822,G-3dab11ccf15f8d24,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A183,西安交通大学,A18312,1,41,电气工程及其自动化（中外合作办学）（办学地点：创新港校区）,,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,「化学,15万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,123,123,53,left,M-e9e28716280c9bb2
COOPMAJOR-456dc8741313f52b,G-c602f4320bfa9382,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A183,西安交通大学,A18313,1,42,智能制造工程（中外合作办学）（合作高校为意大利米兰理工大学，学费一年12万；办学地点：创新港校区）,,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,化学,12万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,126,126,53,left,M-063ab8b43ac0a30c
COOPMAJOR-45b5660dabe2ef03,G-c602f4320bfa9382,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A183,西安交通大学,A18313,2,43,材料科学与工程（中外合作办学）（合作高校为意大利米兰理工大学，学费一年12万：办学地点：创新港校区）,,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,4,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H5-历史最高线高于等位分30分以上,126,126,53,left,M-151307fc8fd59afd
COOPMAJOR-35d33c7a230e65a3,G-8520573712d30670,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A183,西安交通大学,A18314,1,44,碳中和科学与工程（中外合作办学）（合作高校为加拿大不列颠哥伦比平大学，国内期间学费为150000/年；,,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；学费超过当前上限,化学,15万,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,116,116,53,left,M-b7e8881ecbff2387
COOPMAJOR-960f0362d3631318,G-09c809b3416aa6ab,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A185,西北工业大学,A18503,1,22,材料科学与工程（中外合作办学）（办学地点：长安校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,90000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,140,139,53,right,M-2063e0d3182fc72a
COOPMAJOR-1bea84fbdb19540d,G-09c809b3416aa6ab,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A185,西北工业大学,A18503,2,23,高分子材料与工程（中外合作办学）（办学地点：长安校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,190000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,140,139,53,right,M-0948630e9c96d719
COOPMAJOR-895662bb6e158bdd,G-dee2cb2538f3c222,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A185,西北工业大学,A18504,1,24,人工賀能（中外合作办学）（办学地点：,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,90000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,151,121,53,right,M-bd16613c270a0068
COOPMAJOR-34521a8ec2adf5f4,G-dee2cb2538f3c222,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A185,西北工业大学,A18504,2,25,智能交互设计（中外合作办学）（办学地点：长安校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,90000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,151,121,53,right,M-0e27e168254965ec
COOPMAJOR-7118f594eb27aade,G-2c1b74fe13d8bf2a,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A189,长安大学,A18909,1,47,道路桥梁与波河工程（中外合作办学）（非英语语种考生谨慎填报，高收费，合作院校为爱尔兰都柏林大学：办学地点：北校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,化学,5,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H5-历史最高线高于等位分30分以上,117,69,55,left,M-de7bfd40115db963
COOPMAJOR-d015a1dde8de3fa5,G-2c1b74fe13d8bf2a,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A189,长安大学,A18909,2,48,车辆工程（中外合作办学）（非英语语种考生谨慎填报，高收费，合作院校为爱尔兰都柏林大学：办学地点：北校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,,75000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,117,69,55,left,M-cc04d10fbfca27d3
COOPMAJOR-8c1ba139fe9e44a0,G-2c1b74fe13d8bf2a,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A189,长安大学,A18909,3,49,交通运输（中外合作办学）（非英语语种考生谨慎填报，高收费，合作院校茶爱尔兰都柏林大学：办学地点：北校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,,75000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,117,69,55,left,M-95f77e68882505a1
COOPMAJOR-afa04e49c043bda8,G-a612c2fc7a2b25e4,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A191,西北农林科技大学,A19116,1,47,农林经济管理（中外合作办学）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,4,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H5-历史最高线高于等位分30分以上,88,88,55,right,M-e8ec24a42bba9b6e
COOPMAJOR-8b1ae5c6db6078cb,G-f6d043109a6540c9,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A191,西北农林科技大学,A19117,1,48,植物保护（中外合作办学）（色弱色盲,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,体检或色觉限制；中外合作或高收费,,3,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H5-历史最高线高于等位分30分以上,92,92,55,right,M-7d28033729af6223
COOPMAJOR-d98062f49dfec22c,G-f6d043109a6540c9,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A191,西北农林科技大学,A19117,2,49,國艺（中外合作办学）（色弱色盲不能化学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,体检或色觉限制；中外合作或高收费,,70000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,92,92,55,right,M-a824e08379ef3886
COOPMAJOR-866f72afd23688f7,G-924d5dabec1edae6,费用待核,待核费用,需要回原页和章程确认学费,true,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A301,哈尔滨工业大学（深圳）,A30104,1,07,通信工程（中外合作办学）（该专业是后不得转专业，文授课）A305 北京大学医学部（公办）（北京）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,中外合作或高收费；医学/护理等排除方向,,,4,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,139,139,60,right,M-c9f4a8955d56c089
COOPMAJOR-72b6a03a1d5a7bc1,G-74ea14a1dded75b1,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A329,东北大学秦皇岛分校,A32906,2,G,AKA◎院校专业组及专业代号【“3+1”培养模式，国内学费50000元/学年，国外学习阶段学费按照奥克兰大学当年学贵标准（约55312 新西兰元/学年）由奥克兰大学收取，同时免收国内学费；入学后采用英文教权和英语授课，外语语种为非英语的考生...,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,语种或单科限制；学费超过当前上限,X,,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,62,left,M-62e8a0e62ecaa762
COOPMAJOR-a15abe8e76ea3c36,G-a1406b5314c841c3,费用待核,待核费用,需要回原页和章程确认学费,true,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A333,哈尔滨工业大学（威海）,A33304,1,07,船舶与海洋工程（中外合作办学）（该专业是与英国思克莱德大学合作办学、学生入学后不得转专业。“4+0”培养，中英文授课）A337 复且大学医学院（公办）（上海）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,中外合作或高收费；医学/护理等排除方向,,,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,135,118,62,left,M-11e1e13ba5f27e58
COOPMAJOR-1b0674d61da55f01,G-3fe53b9753926834,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A712,香港珠海学院,A71202,1,03,商学院（学费币种：港元：英语单科成续100分或以上，包含会计及银行、丁管理学、财务金融学、金融及资计管理学4个专业，入校后根据个人心愿选择专业，学校提供两个学期校内宿舍，往后学期，学校视情况决定是否提供宿位，2026/27学年宿期为9个貝，...,,,未匹配-待核,先核学校名称或特殊院校,默认不能接受-高收费或超预算,语种或单科限制；学费超过当前上限,,,2,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,64,right,M-9a758ec0c225868e
COOPMAJOR-a89ea66b6b333148,G-350eb3736729d901,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,C103,湖北大学,C10329,1,AM,环境工程（中外合作办学）（第一学年在武昌校区；非英语语种考生谨慎报C105长江大学（公办）（湖北）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,,40,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,67,left,M-effc8fac3156922c
COOPMAJOR-b4be61825f6748b6,G-0f3b213b8c6ef3a5,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,C106,三峡大学,C10613,1,94,电气工程及其自动化（中外合作办学）（录取后不得调换专业，该专业教学外语为英语）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,42,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H5-历史最高线高于等位分30分以上,55,23,69,left,M-c5ec26fc5594229d
COOPMAJOR-d5aa7f347d7be930,G-335de4efdd0c10e4,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,C127,湖北工程学院,C12711,2,43,电气工程及其自动化（中外合作办学）C128 湖北经济学院（公办）（湖北）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,60|48000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,75,left,M-bf6b5be2adf1839d
COOPMAJOR-a94834ac24c9bc91,G-a6db479a7a076023,费用待核,待核费用,需要回原页和章程确认学费,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F008,北京农学院,F00804,1,05,农业资源与环境（中外合作办学）（中澳食作办学专业，3+1培养模式，专业课为英文授课.国内学费3.6万元/年，国外学费按照澳大利亚当年标准收取.不招收色盲、色弱考生）,,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,体检或色觉限制；中外合作或高收费,化学,36000,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,93,left,M-7e4e4b0e1c5ad1f4
