个性化候选ID,候选主线,本轮分层,家庭讨论动作,是否进入本轮家庭讨论,是否可作为定稿依据,专业角色判断,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,第19期页码,版面列,专业行ID,专业组出现ID,下一步核验动作
PFITGROUP-26f194f0d1d0abdc,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,F308,吕梁学院,F30805,3,10,人工智能卫计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,2,4800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-b5b9d3bcd83d2a04,G-be57aa62705d47eb,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-26f194f0d1d0abdc,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,F308,吕梁学院,F30805,4,12,软件工程,计算机类相关,优先了解-命中当前偏好方向,,,3,5280,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-918e54ef86c5a0b3,G-be57aa62705d47eb,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-26f194f0d1d0abdc,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,调剂接受度待判断专业,F308,吕梁学院,F30805,5,15,食品科学与工程,,待了解-未命中当前偏好方向,,「地理,2,5100,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-70c2922cd40b07c5,G-be57aa62705d47eb,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-2b5a2b7312d51366,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,K272,六盘水师范学院,K27203,1,03,生物科学（师范类）,师范类相关,优先了解-命中当前偏好方向,,化学,3,4200,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-6,-15,216,left,M-4870082daedb4ea4,G-677684376bb18056,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-2b5a2b7312d51366,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,K272,六盘水师范学院,K27203,2,04,数学与应用数学（师范类）,师范类相关,优先了解-命中当前偏好方向,,,2,4200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-6,-15,216,left,M-7d636a3b9a9668cc,G-677684376bb18056,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-2b5a2b7312d51366,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,字段缺口待核专业,K272,六盘水师范学院,K27203,3,05,治金工程,,待了解-未命中当前偏好方向,,,2,4200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-6,-15,216,left,M-74e9b3119736d79c,G-677684376bb18056,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-2b5a2b7312d51366,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,K272,六盘水师范学院,K27203,4,06,物联网工程,计算机类相关,优先了解-命中当前偏好方向,,,2,4200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-6,-15,216,left,M-1292154662be557e,G-677684376bb18056,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-36a0b2258b9aabd7,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,调剂接受度待判断专业,K757,新疆工程学院,K75703,1,18,通信工程（信息技术产教融合合作班）,,待了解-未命中当前偏好方向,,［化学,3,8500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-10,-10,236,left,M-035c4f5d91c7073c,G-ea5ee122c9d296aa,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-36a0b2258b9aabd7,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,K757,新疆工程学院,K75703,2,19,物联网工程（信息技术产教融合合作,计算机类相关,优先了解-命中当前偏好方向,,,4,8500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-10,-10,236,left,M-c970f193141878c5,G-ea5ee122c9d296aa,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d7cbea1c3d2b024e,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,调剂接受度待判断专业,K784,新疆工业学院,K78401,1,01,材料科学与工程02（电子信息工程,,待了解-未命中当前偏好方向,,化学,4,4500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-27,-27,237,right,M-9da3b1df36c79dd2,G-de5cf3dab5a124b1,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d7cbea1c3d2b024e,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,字段缺口待核专业,K784,新疆工业学院,K78401,2,03,测绘工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-27,-27,237,right,M-ef2ce351be9830b8,G-de5cf3dab5a124b1,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d7cbea1c3d2b024e,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,K784,新疆工业学院,K78401,3,04,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-27,-27,237,right,M-008f95c75153b257,G-de5cf3dab5a124b1,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d7cbea1c3d2b024e,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,K784,新疆工业学院,K78401,4,05,物联网工程,计算机类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-27,-27,237,right,M-ca9e544e431167fe,G-de5cf3dab5a124b1,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d7cbea1c3d2b024e,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,K784,新疆工业学院,K78401,5,06,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-27,-27,237,right,M-3f310cbe7f53ab87,G-de5cf3dab5a124b1,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d7cbea1c3d2b024e,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,字段缺口待核专业,K784,新疆工业学院,K78401,6,07,新能源科学与工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-27,-27,237,right,M-5c47c8190eb45b4c,G-de5cf3dab5a124b1,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d7cbea1c3d2b024e,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,字段缺口待核专业,K784,新疆工业学院,K78401,7,08,新能源材料与器件,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-27,-27,237,right,M-61e41e16e49ba651,G-de5cf3dab5a124b1,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d7cbea1c3d2b024e,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,字段缺口待核专业,K784,新疆工业学院,K78401,8,09,资源勘查工程,,待了解-未命中当前偏好方向,,,42,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-27,-27,237,right,M-def5e90d2dad39a6,G-de5cf3dab5a124b1,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-70a7a25b452e90bd,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,偏好或可研究专业,C128,湖北经济学院,C12815,1,A0,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,81,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,18,-21,75,right,M-80e5e29500906fcd,G-a8d2bae2fc9bc289,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-70a7a25b452e90bd,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,偏好或可研究专业,C128,湖北经济学院,C12815,2,A1,统计学（经济大数据分析实验班）,计算机类相关,优先了解-命中当前偏好方向,,,30,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,18,-21,75,right,M-bdb8c648f4fcd287,G-a8d2bae2fc9bc289,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-70a7a25b452e90bd,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,字段缺口待核专业,C128,湖北经济学院,C12815,3,A2,电子信息工程,,待了解-未命中当前偏好方向,,,88,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,18,-21,75,right,M-23980bd85457c053,G-a8d2bae2fc9bc289,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-70a7a25b452e90bd,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,偏好或可研究专业,C128,湖北经济学院,C12815,4,A3,软件工程,计算机类相关,优先了解-命中当前偏好方向,,,71,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,18,-21,75,right,M-1efaea54a448afe9,G-a8d2bae2fc9bc289,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-70a7a25b452e90bd,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,偏好或可研究专业,C128,湖北经济学院,C12815,5,A4,物联网工程,计算机类相关,优先了解-命中当前偏好方向,,,35,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,18,-21,75,right,M-9650b0c5e148971f,G-a8d2bae2fc9bc289,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-70a7a25b452e90bd,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,偏好或可研究专业,C128,湖北经济学院,C12815,6,A5,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,82,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,18,-21,75,right,M-49578478eb5bd746,G-a8d2bae2fc9bc289,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-70a7a25b452e90bd,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,偏好或可研究专业,C128,湖北经济学院,C12815,7,AG,人工智能,计算机类相关,优先了解-命中当前偏好方向,,,78,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,18,-21,75,right,M-31b4a981d33cd17a,G-a8d2bae2fc9bc289,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-70a7a25b452e90bd,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,调剂接受度待判断专业,C128,湖北经济学院,C12815,8,A7,统计学,,待了解-未命中当前偏好方向,,化学,94,5200,0,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,18,-21,75,right,M-49bf19206098beca,G-a8d2bae2fc9bc289,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-a7a2e975f8f2f941,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,偏好或可研究专业,H892,桂林电子科技大学,H89207,1,15,计算机科学与技术（办学地点：花江校,计算机类相关,优先了解-命中当前偏好方向,,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,28,195,right,M-82aeaf82de038a5b,G-417e0ee6247dac7a,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-a7a2e975f8f2f941,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,偏好或可研究专业,H892,桂林电子科技大学,H89207,2,16,软件工程（办学地点：花江校区）,计算机类相关,优先了解-命中当前偏好方向,,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,28,195,right,M-8e13c21a3e4e8076,G-417e0ee6247dac7a,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-a7a2e975f8f2f941,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,偏好或可研究专业,H892,桂林电子科技大学,H89207,3,17,智能科学与技术（办学地点：花江校,计算机类相关,优先了解-命中当前偏好方向,,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,28,195,right,M-8c17d2194b6b6a31,G-417e0ee6247dac7a,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-a7a2e975f8f2f941,普通公办低费用主线,C-冲刺观察讨论,进入家庭讨论,true,false,字段缺口待核专业,H892,桂林电子科技大学,H89207,4,18,网络空间安全（办学地点：花江校区）,,待了解-未命中当前偏好方向,,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,28,195,right,M-a4cbc4a4d0fdb020,G-417e0ee6247dac7a,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,1,13,大气科学（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,,6240,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-eb78e1c31fae9e22,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,2,14,应用气象学（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,,6240,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-4d07d36dc438349c,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,3,15,电子信息工程（办学地点：航空港校,,待了解-未命中当前偏好方向,,,,6240,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-8281eec06d651680,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,4,16,通信工程（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-38fceae625805a27,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,5,17,集成电路设计与集成系统（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-9bc8176e8a744551,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,6,18,测绘工程（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-64c9412f5ae649f9,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,7,19,逻感科学与技术（办学地点：航空港校,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,unmatched,H0-无同代码历史线索,,,209,right,M-912162e2ec586cf5,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,8,20,光电信息科学与工程（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-c7159e014f39d9d4,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,9,21,包象技术与工程（办学地点：航空港校,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,unmatched,H0-无同代码历史线索,,,209,right,M-946c01fc445f6eb2,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,10,22,电气工程及其自动化（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-117fada549583ed3,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,11,23,自动化（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-1e39bff3f35b543d,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,12,24,机器人工程（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-0aea883663b5fb39,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K153,成都信息工程大学,K15306,13,25,计算机科学与技术（办学地点：航空港校区）,计算机类相关,优先了解-命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-11e163bdfc3a6f22,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K153,成都信息工程大学,K15306,14,26,数字媒体技术（办学地点：航空港校,数字媒体技术,优先了解-命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-86d92f5ab218e665,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K153,成都信息工程大学,K15306,15,27,智能科学与技术（办学地点：航空港校,计算机类相关,优先了解-命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-58247d316dbd31bb,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K153,成都信息工程大学,K15306,16,28,软件工程（办学地点：航空港校区）,计算机类相关,优先了解-命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-fb563329ce0a0265,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K153,成都信息工程大学,K15306,17,29,信息安全（办学地点：航空港校区）,计算机类相关,优先了解-命中当前偏好方向,,,2,6240,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-e2879b097d059aee,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,18,30,婆产与应用数学（办学地点：航空港校,,待了解-未命中当前偏好方向,,,,6240,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,unmatched,H0-无同代码历史线索,,,209,right,M-026664ca0517a54d,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
