抽样批次,抽样理由,原页核验结果,湖北官方核验结果,高校辅证核验结果,是否需要升级同组核验,核验备注,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,是否超预算机器初判,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,是否可低风险抽检,是否可作为机器初筛线索,PDF原页核验状态,湖北官方系统核验状态,高校官网来源状态,高校官网证据匹配状态,历史线索分层,同代码命中年份数,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID,机器核验下一步,人工核验下一步,不得进入原因,下一步
S148,低风险抽检样本,,,,,,C105,长江大学,C10513,1,90,机械设计制造及其自动化（产业班；办学地点：荆州校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,15,5850,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,60,31,68,left,M-780886e55b5b05ca,G-ef9d4564577d08d4,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S149,低风险抽检样本,,,,,,F254,石家庄铁道大学四方学院,F25402,1,02,工程管理（办学地点：南校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,待了解-未命中当前偏好方向,,false,化学,13,10000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,3,-7,-19,105,left,M-527a8bad31b2faf3,G-90c82599c2e75de4,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S150,低风险抽检样本,,,,,,F579,延边大学,F57902,1,06,工商管理（办学地点：珲春校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,5280,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,96,76,118,left,M-2369a1df4970e205,G-04ce9a4fab265d0f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S151,低风险抽检样本,,,,,,F585,吉林农业大学,F58503,1,03,市场营销（办学地点：净月校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,4800,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H3-历史最高线高于等位分15分内,3,9,-15,120,right,M-bb1e7845df6e66e5,G-d2676ed53a70b479,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S152,低风险抽检样本,,,,,,F298,长治医学院,F29802,1,02,信息管理与信息系统,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,8,5370,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H4-历史最高线高于等位分16-30分,2,20,13,108,left,M-3a1e1fd2ee9f7688,G-f3f0662b588e660b,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S153,低风险抽检样本,,,,,,H003,浙江理工大学,H00303,1,04,建筑学（办学地点：下沙校区；学制：五,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,3,6000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,100,81,137,right,M-40194ec964a6247b,G-9ff8bbe351ed7a2f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S154,低风险抽检样本,,,,,,H447,潍坊学院,H44704,1,06,建筑学（学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,16,5500,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H3-历史最高线高于等位分15分内,2,14,-10,169,left,M-99698cafd3390d67,G-f39e9d4996f923fc,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S155,低风险抽检样本,,,,,,K157,西昌学院,K15703,1,05,电气工程及其自动化（办学地点：安宁,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,［化学,5,5980,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,1,-4,-4,210,right,M-be87fe2d3dc80a21,G-34b454fb2083287f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S156,低风险抽检样本,,,,,,F389,内蒙古师范大学,F38904,1,04,经济学（办学地点：盛乐校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,5,4400,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H3-历史最高线高于等位分15分内,2,9,-22,112,left,M-baef26addb8196ef,G-2716b82bf3b5ebe9,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S157,低风险抽检样本,,,,,,F385,内蒙古科技大学,F38517,1,25,生物工程,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,4600,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,111,left,M-0453973272c4a654,G-66bd215655ec78fd,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S158,低风险抽检样本,,,,,,H499,山东石油化工学院,H49905,1,05,电气工程及其自动化,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H4-历史最高线高于等位分16-30分,2,25,24,171,left,M-038f4f5403fc745e,G-55c5037bacc66950,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S159,低风险抽检样本,,,,,,H316,江西农业大学,H31607,1,40,园林（农林类；办学地点：南北校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,生物,2,4090,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,55,-57,156,left,M-28c01bc61750c57a,G-7785eed0b3dd8d13,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S160,低风险抽检样本,,,,,,K256,贵州大学,K25612,1,36,政治学与行政学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,政治,2,4920,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,86,78,214,right,M-a97bdf0267db8bf8,G-d0891cfa350c283f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S161,低风险抽检样本,,,,,,F203,河北金融学院,F20303,1,05,金融学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,3,5060,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H3-历史最高线高于等位分15分内,3,11,-1,103,right,M-805116f5ee5235e4,G-65fb2e47bd763197,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S162,低风险抽检样本,,,,,,C130,湖北工业大学,C13007,1,57,新能源材料与器件（拔尖创新人才实验班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,20,5850,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,72,59,76,right,M-8eba54976a46c807,G-58e563f6813bc64f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S163,低风险抽检样本,,,,,,F576,南阳理工学院,F57608,2,15,机器人工程,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,177,left,M-69a0da5692fc6de7,G-57c5aa903120f4c6,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S164,低风险抽检样本,,,,,,C105,长江大学,C10516,1,A0,电气工程及其自动化（卓越班：办学地点：荆州校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,15,5850,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,61,61,68,left,M-a72f3770a822f276,G-831ed094fac34fe9,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S165,低风险抽检样本,,,,,,H120,安徽农业大学,H12002,1,07,城乡规划,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,93,5200,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,68,61,144,right,M-58a8dfc841f6a8e4,G-4c9b00c07257bc5a,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S166,历史线索接近样本：H1/H2/H3,,,,,,C118,黄冈师范学院,C11813,2,73,政治学与行政学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,地理,10,4000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,1,0,0,73,right,M-ebb3d512b40f6137,G-d173668e07c7af3f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S167,历史线索接近样本：H1/H2/H3,,,,,,K257,贵州医科大学,K25707,1,12,康复治疗学（色弱、色真、单色不能识别，该专业不予录取.第1、2年学费为4200元/年，第3、4年将前往澳大利亚麦考瑞大学就读，学费约49300澳元/年.后两年为全英文教学，请非英GK,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,false,,,4200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,1,-45,-45,215,left,M-7e4ac1db173b5c2c,G-e80334e8efb1a0a5,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S168,历史线索接近样本：H1/H2/H3,,,,,,C206,汉口学院,C20603,1,26,机械电子工程（大一就读京山教学改革基地，大二起就读武汉校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,true,「化学,36,25500,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,2,-47,-61,84,left,M-957d68a1c6941b2c,G-d8cebd66291e9cdb,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S169,历史线索接近样本：H1/H2/H3,,,,,,H566,黄淮学院,H56602,1,03,制药工程,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,医学/护理等排除方向,false,化学,5,5000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,3,-3,-18,176,left,M-19e12f11f4630f34,G-e0724aba5aeff80c,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S170,历史线索接近样本：H1/H2/H3,,,,,,H730,衡阳师范学院南岳学院,H73001,3,03,化学（办学地点：新校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,待了解-未命中当前偏好方向,,false,,2,12700,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,3,-7,-22,185,left,M-a7236ff0467115af,G-1c1cb9172b22ee5a,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S171,历史线索接近样本：H1/H2/H3,,,,,,C218,荆州学院,C21804,2,33,自动化,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,true,,26,19800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,2,-52,-68,87,right,M-d20abef8aedede65,G-668adcd60bfddc70,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S172,历史线索接近样本：H1/H2/H3,,,,,,F387,内蒙古农业大学,F38702,3,09,树料科学与工程（办学地点：呼和浩特校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H3-历史最高线高于等位分15分内,2,2,-4,111,right,M-a09ed26730e07d3a,G-660bf38051556cc2,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S173,历史线索接近样本：H1/H2/H3,,,,,,F947,南京工业大学浦江学院,F94701,3,03,土木工程F949南京医科大学康达学院（独立）（江苏）貨亮訴学院校专业组及专业代号,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,true,,,20000,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,3,-10,-31,136,left,M-05aefcc1699fee83,G-eba049ac10a3e321,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S174,历史线索接近样本：H1/H2/H3,,,,,,K118,重庆财经学院,K11802,1,03,数字经济,,,民办-教育部备注民办,默认不进主方案-民办线索,待了解-未命中当前偏好方向,,false,不限,,15000,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H3-历史最高线高于等位分15分内,3,7,-3,207,right,M-2b7c6952855770d6,G-a4301076b4037dc9,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S175,历史线索接近样本：H1/H2/H3,,,,,,F583,吉林建筑大学,F58302,2,05,城乡规划（要求有绘画基础；办学地点：净月校区：学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,1,-5,-5,119,right,M-473a32c25d9a82d5,G-63a14cfb0274d962,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S176,历史线索接近样本：H1/H2/H3,,,,,,K401,昆明城市学院,K40102,2,03,金融学（办学地点：杨林校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,true,化学,2,22000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,2,-36,-56,221,right,M-7f80a1e2b0ec2780,G-e2f1fb1251e1de21,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S177,历史线索接近样本：H1/H2/H3,,,,,,H948,柳州工学院,H94803,2,10,电子信息工程（办学地点：北校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,待了解-未命中当前偏好方向,,pending_tuition_field_review,,24500,,3,再选科目；专业计划数；学费,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,3,-57,-68,199,left,M-3dcad0ace0ea758d,G-df655b5aabb145cc,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
