院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,是否超预算机器初判,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,是否可低风险抽检,是否可作为机器初筛线索,PDF原页核验状态,湖北官方系统核验状态,高校官网来源状态,高校官网证据匹配状态,历史线索分层,同代码命中年份数,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID,机器核验下一步,人工核验下一步,不得进入原因,下一步
A085,哈尔滨工程大学,A08518,1,27,数学与应用数学（双学位试验班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,4000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,77,77,25,left,M-a387146489f11afa,G-a60a7361bd66d897,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F495,沈阳工程学院,F49501,1,01,电气工程及其自动化,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,［化学,2,5200,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,77,62,117,left,M-fa3de987359db8b4,G-9140bc886e736766,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F462,沈阳工业大学,F46201,1,01,日语,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,4800,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,79,59,112,right,M-69c88a70a55f0e00,G-618727d4333fb686,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H311,华东交通大学,H31104,1,14,建筑学（学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,41,7200,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,80,68,153,left,M-6d14d23be18451d3,G-81c61644351c4c65,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K750,石河子大学,K75002,1,07,建筑学（学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,4500,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,80,47,233,right,M-eababf389f87f670,G-d6ea5434ac55721e,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A155,中南民族大学,A15508,1,28,法学（数字法学卓越人才实验班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,4,5850,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,85,63,43,right,M-f8ddb9e0236560a5,G-36e05c92c0e1cd0b,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K256,贵州大学,K25612,1,36,政治学与行政学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,政治,2,4920,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,86,78,214,right,M-a97bdf0267db8bf8,G-d0891cfa350c283f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C130,湖北工业大学,C13005,1,52,电气工程及其自动化（拔尖创新人才实验班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,35,5850,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,89,71,76,left,M-4dfb3288415f1876,G-61c1bcfc450434a7,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F294,中北大学,F29402,1,06,测控技术与仪器（工程拔尖创新人才,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5500,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,90,40,106,left,M-2274ba24e6a68aa1,G-c0f8ef9a1af44965,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K692,宁夏大学,K69210,1,10,机器人工程（中卫校区；在中卫校区就,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,4,4800,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,92,92,231,right,M-e7983417170041f3,G-fc41ce9d99ef2f5c,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F461,辽宁大学,F46105,1,10,审计学（办学地点：蒲河校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,［不限,10,5200,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,93,88,112,right,M-097ff062544512da,G-ea882c7925e444db,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F179,河北工业大学,F17908,1,24,机械设计制造及其自动化,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5800,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,95,95,99,left,M-2623bbc240bd249f,G-44da84ee03807699,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K346,昆明理工大学,K34605,1,10,土地资源管理（办学地点：莲华校区）二工业工程（办学地点：呈贡校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,3,5000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,95,59,218,left,M-2ea398a3c7c76cb9,G-74cded2e4844bacb,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F579,延边大学,F57902,1,06,工商管理（办学地点：珲春校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,5280,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,96,76,118,left,M-2369a1df4970e205,G-04ce9a4fab265d0f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H324,江西财经大学,H32404,1,42,会计学（ACCA 方向：英国特许注册会计师，涉及注册从业资格考试专业）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,14000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,99,73,159,left,M-36b146f4413fdca9,G-c2cc998283236c89,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A191,西北农林科技大学,A19102,1,06,城乡规划,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,6600,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,100,100,55,left,M-8051960da0bea406,G-f40d5ce6b3fc303f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H003,浙江理工大学,H00303,1,04,建筑学（办学地点：下沙校区；学制：五,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,3,6000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,100,81,137,right,M-40194ec964a6247b,G-9ff8bbe351ed7a2f,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11926,1,42,生物工程（办学地点：蔬湖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,3,6380,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,101,101,33,left,M-cb041c09781b6261,G-0c10646ff8d471d7,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11926,4,45,合成生物学（办学地点： 湖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5800,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,101,101,33,left,M-036df7e0356589d9,G-0c10646ff8d471d7,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11916,1,26,信息与计算科学（办学地点：蠡湖校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,4,5500,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,102,102,33,left,M-ae5cadcbe1da65dc,G-404c41cfcaa422b8,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C106,三峡大学,C10607,1,54,电气工程及其自动化（特来电拔尖班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,40,5850,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,108,27,68,right,M-27c85753321aa109,G-ff8cd93114e6deed,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K156,四川农业大学,K15603,1,12,化学生物学（办学地点：雅安校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,3,6240,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,111,86,210,right,M-acfbbe0cac64cfc2,G-e36d37187df99d62,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H003,浙江理工大学,H00302,1,03,服装设计与工程（有机会选拔至启新卓越实验班（融合设计创新班）：办学地点：临平校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,3,6000,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,112,77,137,right,M-42e97f955428d737,G-d38e4c0563a4c38e,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K156,四川农业大学,K15601,1,01,农林经济管理（办学地点：成都校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,4,5760,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,113,83,210,right,M-b4220400881ba93b,G-e9895df245694533,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11927,1,46,纺织工程（办学地点：蠡湖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,4,6380,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,114,114,33,left,M-9f77926a038a685d,G-cc84caca9d31564b,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11921,1,34,工业设计（办学地点：江阴校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5800,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,115,105,33,left,M-c003e9cb7b2bb914,G-afb1ea5b97b2d230,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11921,2,35,智能交互设计（办学地点：江阴校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,「化学,2,5800,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,115,105,33,left,M-8308262314ac76a9,G-afb1ea5b97b2d230,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F461,辽宁大学,F46104,1,09,工程管理（办学地点：蒲河校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,5200,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,115,76,112,right,M-74cdc57d3795c94e,G-9f71da458946286a,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11919,1,30,食品科学与工程（食品 AI 卓越创新班：办学地点：藏湖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,6380,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,116,103,33,left,M-ee350b561887d1e1,G-a9514be442190ddd,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A119,江南大学,A11929,1,48,化学工程与工艺（办学地点：蠡湖校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,【化学,5,6380,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,118,118,33,left,M-c4ee7095c4e69977,G-1c3eebc6f039ef3a,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F295,太原理工大学,F29509,1,33,信息与计算科学（办学地点：明向校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5100,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,119,119,107,left,M-7401616da25ef198,G-53c1631f91d20a98,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
