第四轮候选ID,讨论集合,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R4GROUP-485ed9055746d877,主线可能够得着全集,大连市,冲刺观察,A223,大连民族大学,A22303,8,12,电子信息材料（新工科实验班；办学地点：开发区校区）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,7,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,17,59,right,M-cb6d6cd876cb33fe,G-bf49a3052af9e609
R4GROUP-f85f91eaabbeb126,主线可能够得着全集,沧州市,冲刺观察,F183,河北水利电力学院,F18301,2,02,交通运输,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,15,101,left,M-1d0b4cfd59ebbd59,G-7c5daefdde8be002
R4GROUP-f85f91eaabbeb126,主线可能够得着全集,沧州市,冲刺观察,F183,河北水利电力学院,F18301,3,03,智能电网信息工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,15,101,left,M-260365ab07e8b7a8,G-7c5daefdde8be002
R4GROUP-f85f91eaabbeb126,主线可能够得着全集,沧州市,冲刺观察,F183,河北水利电力学院,F18301,4,04,电气工程与智能控制,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,15,101,left,M-034f7ad53b406fc2,G-7c5daefdde8be002
R4GROUP-6aa8562015aec5e9,主线可能够得着全集,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,2,08,材料成型及控制工程（在固安校区就,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,24,103,right,M-ebc4a9050ef640ab,G-3a5a8b41d895a4d0
R4GROUP-6aa8562015aec5e9,主线可能够得着全集,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,3,09,电子信息工程（在固安校区就读）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,3,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,24,103,right,M-0c5966912050d0c3,G-3a5a8b41d895a4d0
R4GROUP-6aa8562015aec5e9,主线可能够得着全集,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,6,12,道路桥梁与渡河工程（在固安校区就,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,24,103,right,M-c06b4f3b832bf056,G-3a5a8b41d895a4d0
R4GROUP-6aa8562015aec5e9,主线可能够得着全集,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,7,13,遥感科学与技术（在固安校区就读）,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,24,103,right,M-932872812be01095,G-3a5a8b41d895a4d0
R4GROUP-be96e272aebf54dc,主线可能够得着全集,本溪市,冲刺观察,F493,辽宁科技学院,F49301,1,01,电气工程及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4900,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,20,117,left,M-18e1b7e2ae2237a6,G-6523aba913c4de44
R4GROUP-c3f69edb434707c7,主线可能够得着全集,衢州市,冲刺观察,H024,衢州学院,H02401,2,02,机械设计制造及其自动化◎AK,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,5,6325,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,9,141,left,M-a950ffc93dc7730f,G-001bd214fc872b10
R4GROUP-acf429f9acde2bd4,主线可能够得着全集,景德镇市,冲刺观察,H315,景德镇陶瓷大学,H31502,2,04,环境工程（除患有《普通高等学校招生G◎◎,,环境工程科学,可了解-环境,待了解-未命中当前偏好方向,,,1,4940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,22,155,left,M-e2867b6e6e3ebf2f,G-95b37b0322d929ba
R4GROUP-10d8dcb159bd52a8,主线可能够得着全集,吉安市,冲刺观察,H323,井冈山大学,H32304,1,10,电子信息科学与技术,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,化学,,4790,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,17,158,right,M-355432ec02296b04,G-6dabdc81f046e8d9
R4GROUP-cfaa870fdbdcb77e,主线可能够得着全集,黄冈市,冲刺观察,C118,黄冈师范学院,C11810,2,49,信息与计算科学,,,字段缺口待核,待了解-未命中当前偏好方向,,,35,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,-7,73,right,M-26e1a97ae9428f07,G-6d6a8f20ef5045db
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,2,09,城市地下空间工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-732547eeb37fccc0,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,3,10,道路桥梁与波河工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-28b013f83ad66c66,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,4,11,港口航道与海岸工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-459b1b6da6d9f90c,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,5,12,交通工程（不招色盲、单色不识别的考,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-54fe9d41d6370f34,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,6,13,建筑环境与能源应用工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-0a9b4a1452c0e556,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,7,14,材料科学与工程（不招色弱、色盲、单色不识别的考生）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-9f3a650d84f661b3,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,8,15,智能材料与结构,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-5f243d27c4c8e03e,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,10,17,环境工程（不招色弱、色盲、单色不识别的考生）,,环境工程科学,可了解-环境,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-873c73b2b5c15325,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,11,18,电子信息类（电子信息工程：电子信息科学与技术）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-c90e083e3eb2a107,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,13,20,测绘工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-4f42757ffccc8129,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,14,21,遥感科学与技术,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-16176809987ff4ba,G-79700ef52987db73
R4GROUP-0722c187467f09b3,主线可能够得着全集,天津市,冲刺观察,F105,天津城建大学,F10504,15,22,应用物理学（不招色盲、单色不识别的院校专业组及专业代号考生）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-bc923687edbdd7a3,G-79700ef52987db73
R4GROUP-e8894e08e885cfb8,主线可能够得着全集,大连市,冲刺观察,F475,大连海洋大学,F47501,1,01,水产养殖学（创新班；不招色盲色弱考生：办学地点：黑石礁校区）,,农业动医兽医,可了解-农业相关,暂缓判断-特殊限制待核,体检或色觉限制,,2,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,18,115,left,M-0d4dcb38356121b3,G-a94a164fd2bf5ec8
R4GROUP-418bd628ac37293c,主线可能够得着全集,哈尔滨市,冲刺观察,F685,黑龙江科技大学,F68503,5,09,自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,124,right,M-0bda34643b71335a,G-89ca75a8d299d341
R4GROUP-418bd628ac37293c,主线可能够得着全集,哈尔滨市,冲刺观察,F685,黑龙江科技大学,F68503,8,12,测绘工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,124,right,M-0392fd22eec0a020,G-89ca75a8d299d341
R4GROUP-418bd628ac37293c,主线可能够得着全集,哈尔滨市,冲刺观察,F685,黑龙江科技大学,F68503,9,13,安全工程,,,字段缺口待核,待了解-未命中当前偏好方向,,「化学,,4500,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,124,right,M-55003711f7f0dec1,G-89ca75a8d299d341
R4GROUP-3fc0ffad90fdac0f,主线可能够得着全集,景德镇市,冲刺观察,H315,景德镇陶瓷大学,H31501,1,01,工商管理（除患有《普通高等学校招生体检工作指导意见》中第一部分所列严重疾病（严重心胜病、重症支气管扒张、恶性肿瘤、严重精神病等）者学校不予录取外，不能准确识别红、黄、绿、蓝、紫中任一颜色导线/按键/信号灯/几何图形者不予录取；办学地点：新厂...,,工商旅游管理,可了解-管理/旅游,暂缓判断-特殊限制待核,体检或色觉限制,不限,,4660,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,25,155,left,M-f8ef5f5bea2775db,G-f26ae0df692fa855
R4GROUP-3fc0ffad90fdac0f,主线可能够得着全集,景德镇市,冲刺观察,H315,景德镇陶瓷大学,H31501,2,02,文化产业管理（办学地点：新厂校区）,,,字段缺口待核,待了解-未命中当前偏好方向,,,13,4660,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,25,155,left,M-e0fc1c83b70a8707,G-f26ae0df692fa855
R4GROUP-a5b7a9b1e031a995,主线可能够得着全集,临沂市,冲刺观察,H435,临沂大学,H43504,2,09,电气工程及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,6325,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,23,168,left,M-f09d465f2387b25b,G-f3078ec47aca2055
R4GROUP-a5b7a9b1e031a995,主线可能够得着全集,临沂市,冲刺观察,H435,临沂大学,H43504,5,12,眼视光学,,,字段缺口待核,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,6600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,23,168,left,M-b7178d578202fa6e,G-f3078ec47aca2055
R4GROUP-a5b7a9b1e031a995,主线可能够得着全集,临沂市,冲刺观察,H435,临沂大学,H43504,6,13,生物质能源与材料,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,23,168,left,M-2ecec11830ff86ad,G-f3078ec47aca2055
R4GROUP-cbee6a4fb34efd51,主线可能够得着全集,洛阳市,冲刺观察,H569,洛阳理工学院,H56902,2,08,材料物理（办学地点：王城校区）資亮謝孝院校专业组及专业代号,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,4,176,left,M-2cc22bcf0e2a741d,G-216ddfce2ef34983
R4GROUP-1108fe6e0268a9fb,主线可能够得着全集,衡阳市,冲刺观察,H681,湖南工学院,H68101,1,01,工业工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,4800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,183,left,M-a317ad79fa85121e,G-74028c03c3b32cd5
R4GROUP-1108fe6e0268a9fb,主线可能够得着全集,衡阳市,冲刺观察,H681,湖南工学院,H68101,2,02,金融工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,183,left,M-5f4c55ac450b7433,G-74028c03c3b32cd5
R4GROUP-6347c44ad6cb8f8d,主线可能够得着全集,桂林市,冲刺观察,H892,桂林电子科技大学,H89205,1,09,机械设计制造及其自动化（办学地点：花江校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,3,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,27,195,right,M-68c287b3c5a1f14e,G-2ec2cbd9150c7f8f
R4GROUP-6347c44ad6cb8f8d,主线可能够得着全集,桂林市,冲刺观察,H892,桂林电子科技大学,H89205,2,10,电子封装技术（办学地点：花江校区）,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,27,195,right,M-c6330da51fc40838,G-2ec2cbd9150c7f8f
R4GROUP-6347c44ad6cb8f8d,主线可能够得着全集,桂林市,冲刺观察,H892,桂林电子科技大学,H89205,3,1,智能制造工程（办学地点：花江校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,2,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,27,195,right,M-43d1b321ed92d10b,G-2ec2cbd9150c7f8f
R4GROUP-9c2c9788ae98ed6c,主线可能够得着全集,桂林市,冲刺观察,H911,桂林航天工业学院,H91103,1,05,机械设计制造及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,7500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-72e1eda5242595c2,G-cd82ec5e0da1f9a0
R4GROUP-9c2c9788ae98ed6c,主线可能够得着全集,桂林市,冲刺观察,H911,桂林航天工业学院,H91103,2,06,机械电子工程,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-2296dc5d0bfcee00,G-cd82ec5e0da1f9a0
R4GROUP-9c2c9788ae98ed6c,主线可能够得着全集,桂林市,冲刺观察,H911,桂林航天工业学院,H91103,3,07,材料成型及控制工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-150cd762ced7bda2,G-cd82ec5e0da1f9a0
R4GROUP-9c2c9788ae98ed6c,主线可能够得着全集,桂林市,冲刺观察,H911,桂林航天工业学院,H91103,4,08,智能制造工程,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-dfecb113eac3700f,G-cd82ec5e0da1f9a0
R4GROUP-9c2c9788ae98ed6c,主线可能够得着全集,桂林市,冲刺观察,H911,桂林航天工业学院,H91103,5,09,电子信息工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-30cbb6effef87175,G-cd82ec5e0da1f9a0
R4GROUP-9c2c9788ae98ed6c,主线可能够得着全集,桂林市,冲刺观察,H911,桂林航天工业学院,H91103,6,10,测控技术与仪器,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-c804029642862310,G-cd82ec5e0da1f9a0
R4GROUP-9c2c9788ae98ed6c,主线可能够得着全集,桂林市,冲刺观察,H911,桂林航天工业学院,H91103,7,11,新能源汽车工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-b53d984f12db6d47,G-cd82ec5e0da1f9a0
R4GROUP-9c2c9788ae98ed6c,主线可能够得着全集,桂林市,冲刺观察,H911,桂林航天工业学院,H91103,8,12,建筑环境与能源应用工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,20,198,right,M-bff28c7465b4905b,G-cd82ec5e0da1f9a0
R4GROUP-2fb73049f9474e95,主线可能够得着全集,武汉市,冲刺观察,C150,武汉商学院,C15005,1,46,机器人工程（大一在马影河校区就读，大二起在后官湖校区就读）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,化学257,98,5200,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,28,13,80,right,M-2bd2c9347f426ca6,G-7d8f349bcbb71f76
R4GROUP-2fb73049f9474e95,主线可能够得着全集,武汉市,冲刺观察,C150,武汉商学院,C15005,2,47,建筑环境与能源应用工程（大一在马影河校区就读，大二起在后官湖校区就读）,,,字段缺口待核,待了解-未命中当前偏好方向,,,45,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,28,13,80,right,M-44b6b939fc998af2,G-7d8f349bcbb71f76
R4GROUP-2fb73049f9474e95,主线可能够得着全集,武汉市,冲刺观察,C150,武汉商学院,C15005,3,48,车辆工程（大一在马影河校区就读，大二起在后官湖校区就读）,,,字段缺口待核,待了解-未命中当前偏好方向,,,36,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,28,13,80,right,M-646c0e8a29041886,G-7d8f349bcbb71f76
R4GROUP-2fb73049f9474e95,主线可能够得着全集,武汉市,冲刺观察,C150,武汉商学院,C15005,4,49,新能源汽车工程（大一在马影河校区就读，大二起在后官湖校区就读）,,,字段缺口待核,待了解-未命中当前偏好方向,,,78,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,28,13,80,right,M-f1aa3a422e2700e6,G-7d8f349bcbb71f76
R4GROUP-8ea544b41cf263b4,主线可能够得着全集,常德市,冲刺观察,H673,湖南文理学院,H67303,1,04,水产养殖学（一年级学生在东校区公二年级转入西校区，轻度色觉异常（俗称色弱）：色觉异常II度（俗称色頁）：不能准确识别红、冀、绿、蓝、紫各种颜色中任何一种颜色的导线按键、信号灯、几何图形者谨慎报考：办学地点：东校区）,,农业动医兽医,可了解-农业相关,暂缓判断-特殊限制待核,体检或色觉限制,,3,3600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,2,181,right,M-6ecf2acedd4e8e35,G-70c59578c84e5323
R4GROUP-8ea544b41cf263b4,主线可能够得着全集,常德市,冲刺观察,H673,湖南文理学院,H67303,2,05,土木工程（一年级学生在东校区入学三年级转入西校区；办学地点：东校,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5900,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,2,181,right,M-50aaf8d54143d0bc,G-70c59578c84e5323
R4GROUP-0541ebfca57321d3,主线可能够得着全集,广州市,冲刺观察,H791,仲恺农业工程学院,H79101,2,02,农林经济管理（办学地点：海珠校区）,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,5050,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,28,189,left,M-2cb969af53939dad,G-d05b0cc10c36d555
