招生明细主表行ID,主表粒度,是否真实招生明细,是否0明细占位,来源页码,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,机器专业接受度初判,调剂影响初判,官网来源状态,官网证据匹配状态,官网证据覆盖结论,最佳官网来源文件,最佳官网专业名称,最佳官网计划数,最佳官网专业组,最佳官网专业代号,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,保真处理状态,保真说明,仍需核验,可进入最终专业列表,可进入下一阶段
ADM-9f7d8730e5f7ec57,逐专业招生明细,true,false,36,B1-数字媒体技术优先核页,家庭筛选扩展,A135,山东大学,A13506,6,25,工程软件（含“钱七虎学堂”）,化学,11,6600,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_reusable_2026_hubei_plan_source,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,工程软件,2,6组,38,6600,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-93310d65ce49d048,逐专业招生明细,true,false,56,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,1,35,计算机科学与技术（办学地点：甘肃兰,［化学,,5800,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_reusable_2026_hubei_plan_source,matched,官网可补计划数OCR缺口，需回看PDF原页确认OCR漏识,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,计算机科学与技术,3,13,,,物理和化学,contains_after_normalization,85,ocr_plan_missing_official_available,官网可补OCR计划数-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-681d611f3a651ea1,逐专业招生明细,true,false,56,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,2,36,计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）,,,5800,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_reusable_2026_hubei_plan_source,matched,官网可补计划数OCR缺口，需回看PDF原页确认OCR漏识,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,计算机科学与技术(脑机智能方向),2,13,,,物理和化学,contains_after_normalization,85,ocr_plan_missing_official_available,官网可补OCR计划数-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-8b05a84e05ec6a1a,逐专业招生明细,true,false,56,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,3,37,计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）,,,5800,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_reusable_2026_hubei_plan_source,matched,官网可补计划数OCR缺口，需回看PDF原页确认OCR漏识,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,计算机科学与技术(密码技术创新班),1,13,,,物理和化学,contains_after_normalization,85,ocr_plan_missing_official_available,官网可补OCR计划数-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-1304cedd04f929fa,逐专业招生明细,true,false,56,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,4,38,暨柔障惠科学与技术（办学地点：甘肃,,,5800,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_reusable_2026_hubei_plan_source,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched,0,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-4fe50f6969caf0e4,逐专业招生明细,true,false,56,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,5,39,通信工程（办学地点：甘肃兰州）,,,2,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_reusable_2026_hubei_plan_source,matched,官网可补计划数OCR缺口，需回看PDF原页确认OCR漏识,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,通信工程,2,13,,,物理和化学,exact_after_normalization,100,ocr_plan_missing_official_available,官网可补OCR计划数-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-83c8cab72ed43b9d,逐专业招生明细,true,false,56,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,6,40,入工智能（办学地点：甘肃兰州）,,,5800,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_reusable_2026_hubei_plan_source,matched,官网可补计划数OCR缺口，需回看PDF原页确认OCR漏识,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,人工智能,3,13,,,物理和化学,exact_after_normalization,100,ocr_plan_missing_official_available,官网可补OCR计划数-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-2e24caa1fce7aff9,逐专业招生明细,true,false,56,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,7,41,数据科学与大数据技术（办学地点：甘肃兰州）,,,5800,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_reusable_2026_hubei_plan_source,matched,官网可补计划数OCR缺口，需回看PDF原页确认OCR漏识,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,数据科学与大数据技术,3,13,,,物理和化学,exact_after_normalization,100,ocr_plan_missing_official_available,官网可补OCR计划数-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-c8e075f13218465e,逐专业招生明细,true,false,56,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,8,42,数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号,,,5800,数字媒体技术,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_reusable_2026_hubei_plan_source,matched,官网可补计划数OCR缺口，需回看PDF原页确认OCR漏识,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,数字媒体技术,3,13,,,物理和化学,contains_after_normalization,85,ocr_plan_missing_official_available,官网可补OCR计划数-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-711eb307130e7547,逐专业招生明细,true,false,57,B1-数字媒体技术优先核页,家庭筛选扩展,A197,西北民族大学,A19722,1,33,数字媒体技术（办学地点：榆中校区）,,2,5600,数字媒体技术,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_reusable_2026_hubei_plan_source,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/xbmu-2026-hubei-physics-normal-zsjh.json,数字媒体技术,2,,,,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,false,false
ADM-d8991b53a5001fc6,逐专业招生明细,true,false,57,B1-数字媒体技术优先核页,家庭筛选扩展,A197,西北民族大学,A19722,2,34,迁算机科学与技术（办学地点：榆中校,,2,6040,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_reusable_2026_hubei_plan_source,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched,0,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-9315b413aa0b4790,逐专业招生明细,true,false,57,B1-数字媒体技术优先核页,家庭筛选扩展,A197,西北民族大学,A19722,3,35,软件工程（办学地点：榆中校区）,,2,5600,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_reusable_2026_hubei_plan_source,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/xbmu-2026-hubei-physics-normal-zsjh.json,软件工程,2,,,,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,false,false
ADM-8f60e1d18a674b1d,逐专业招生明细,true,false,57,B1-数字媒体技术优先核页,家庭筛选扩展,A197,西北民族大学,A19722,4,36,数据科学与大数据技术（办学地点：榆中校区）,,2,5600,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_reusable_2026_hubei_plan_source,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/xbmu-2026-hubei-physics-normal-zsjh.json,数据科学与大数据技术,2,,,,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,false,false
ADM-a8f6942823625b8f,逐专业招生明细,true,false,69,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,1,62,数学与应用数学,化学,29,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,数学与应用数学,29,,0J,,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-0315740f3507485d,逐专业招生明细,true,false,69,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,2,63,电子信息工程,,20,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,电子信息工程,20,,0U,,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-fc95f2d8a3debf5f,逐专业招生明细,true,false,69,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,3,64,人工智能,,20,5200,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,人工智能,20,,0V,,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-e9354d58c5f7c200,逐专业招生明细,true,false,69,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,4,65,计算机科学与技术,,33,5200,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,计算机科学与技术,33,,0Y,,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-377b51ac9c3ba213,逐专业招生明细,true,false,69,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,5,66,计算机科学与技术（智能与软件实验,,37,5200,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,计算机科学与技术（智能与软件实验班）,37,,0Z,,,ocr_prefix_of_official_name,92,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-840b1e7baa560a17,逐专业招生明细,true,false,69,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,6,67,数据科学与大数据技术,,13,5200,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,数据科学与大数据技术,13,,1P,,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-4d313164370ecb12,逐专业招生明细,true,false,69,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,7,68,数字媒体技术KA◎Z,,25,4000,数字媒体技术,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,数字媒体技术,25,,1T,,,contains_after_normalization,85,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-8cc9358fb7768999,逐专业招生明细,true,false,69,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10811,8,GA,及专业代号,U,,,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched,0,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-aa1045185ffe2f6e,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,1,A9,数字媒体技术（面向武汉）,要求,51,4000,数字媒体技术,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-869875edcdca99f5,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,2,AA,柔性电子学（面向武汉）,,51,37,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-a24ddb64f4496350,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,3,AB,电子信息工程（面向武汉）,,,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-6ed3decdf64013bd,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,4,AC,人工智能（面向武汉）,,,5200,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-dd45886da748e936,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,5,AD,数据科学与大数据技术（面向武汉）,,23,5200,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-7535dbb9eda63253,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,6,AE,计算机科学与技术（智能与软件实验班；面向武汉）,,23,5200,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-a26e408766acd232,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,7,AF,智能制造工程（智慧能源装备；面向武,,25,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-cc6702d56d870f7f,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,8,AG,自动化（面向武汉）,,50,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-3594a318ddbc72a1,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,9,AH,［ 机械设计制造及其自动化（面向武汉）,,50,30,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-986cc1d15aabf1f5,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,10,AJ,新能源汽车工程（面向武汉）,,,40,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-b254f79649d47934,逐专业招生明细,true,false,70,B1-数字媒体技术优先核页,家庭筛选扩展,C108,江汉大学,C10820,11,AK,材料成型及控制工程（模具数字设计：面向武汉）C109 武汉工程大学（公办）（湖北）,,,17,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-585ed21f649d1d82,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,1,41,统计学,化学,73,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-d723a402655e1754,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,2,42,光电信息科学与工程,,30,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-acd2bacda180f955,逐专业招生明细,true,false,78,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,3,43,集成电路设计与集成系统,,33,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
